EmployeeId,CommuteDistance,DegreeCompleted,DegreeField,Department,EmploymentEndDate,EmploymentEndReason,EmploymentStartDate,Gender,JobLevel,MaritalStatus,NumPreviousCompanies,NumYearsWorked,OvertimeDays,OvertimeHours,Salary,TrainingsAttended,TravelFrequency,WeeklyHoursBudgeted,YearOfBirth
2017,12,Bachelor,Marketing,Marketing,,,3/24/19,Male,1,Married,2,10,2,4,37000,2,Monthly,40,1983
2018,8,Bachelor,Other,Other,,,1/15/15,Male,1,Single,1,8,2,7,48800,2,No travel,40,1986
2019,8,Master,Computer Science,Human Resources,,,5/5/15,Male,3,Single,2,26,3,11,91900,1,Weekly,40,1970
2020,9,Master,Other,Information Technology,,,6/14/15,Female,3,Married,2,26,3,9,114800,2,None,40,1967
2021,12,Master,Computer Science,Other,11/5/19,Fired,9/14/17,Female,1,Single,2,11,6,8,53300,1,No travel,40,1987
2022,16,Bachelor,Finance,Accounting,12/6/19,Went to another company,9/2/19,Male,2,Single,5,29,2,5,128300,2,No travel,40,1969
2023,9,Bachelor,Other,Other,2/6/19,Went to another company,6/3/12,Female,1,Single,0,8,8,9,48800,3,None,40,1986
2024,9,Master,Business,Marketing,5/24/19,Retired,4/29/05,Male,4,Married,,14,5,18,55400,1,Monthly,40,1979
2025,13,Bachelor,Marketing,Information Technology,11/15/19,Went to another company,6/16/09,Male,4,Married,1,25,2,6,122600,4,Weekly,40,1972
2026,12,Bachelor,Marketing,Accounting,1/18/19,Went to another company,8/8/18,Female,2,Single,1,1,4,7,56100,1,Monthly,40,1993
2027,10,Bachelor,Life Sciences,Other,9/20/19,Fired,1/24/14,Male,1,Single,2,15,1,3,60000,2,No travel,40,1980
2028,18,Bachelor,Finance,Other,,,5/10/09,Female,2,Single,3,36,1,4,122700,4,None,40,1959
2029,3,Bachelor,Finance,Information Technology,,,3/7/17,Male,1,Married,1,10,3,10,59100,1,None,40,1988
2030,14,Master,Business,Sales,6/5/19,Fired,1/30/11,Female,4,Married,3,40,2,4,95500,0,Monthly,40,1957
2031,12,Master,Business,Other,,,11/11/18,Female,1,Married,1,11,4,19,53300,0,Monthly,40,1982
2032,11,Bachelor,Other,Other,,,6/26/07,Female,2,Married,1,24,2,4,86100,1,None,40,1974
2033,7,Bachelor,Marketing,Other,7/2/19,Fired,6/3/19,Male,1,Single,2,11,2,8,53300,0,No travel,40,1983
2034,15,Master,Marketing,Other,,,11/21/16,Male,2,,1,11,13,14,58600,1,No travel,40,1986
2035,6,Master,Finance,Other,,,8/25/15,Female,1,Married,3,16,2,6,61800,1,No travel,40,1981
2036,4,Below College,,Other,2/21/19,Went to another company,3/27/13,Female,4,Married,1,12,20,27,73100,3,Monthly,40,1982
2037,7,Master,Computer Science,Other,,,1/31/12,Male,1,Married,2,22,7,22,73800,1,None,40,1974
2038,13,Master,Finance,Sales,,,6/1/13,Male,2,Single,1,12,2,8,34500,1,Weekly,40,1986
2039,8,Master,Marketing,Other,,,9/17/12,Male,2,Married,2,18,1,4,72100,1,No travel,40,1977
2040,10,Bachelor,Technical Degree,Sales,7/4/19,Retired,12/13/13,Male,2,Married,,10,5,12,32500,1,Weekly,40,1988
2041,9,Master,Business,Other,4/8/19,Went to another company,1/19/14,Male,4,Single,2,17,2,5,84700,2,No travel,40,1980
2042,15,Bachelor,Business,Other,,,1/5/16,Female,1,Single,0,4,3,8,43300,3,Weekly,40,1993
2043,4,Bachelor,Technical Degree,Other,,,6/18/15,Male,2,Single,0,5,3,6,49100,0,Monthly,40,1991
2044,15,Bachelor,Business,Other,,,11/2/12,Female,1,Married,1,14,4,9,58200,1,None,40,1979
2045,8,Master,Finance,Human Resources,3/18/19,Went to another company,1/14/17,Male,2,Married,4,15,4,19,60300,2,None,40,1978
2046,13,Bachelor,Other,Marketing,,,3/6/18,Female,1,Single,1,5,2,6,31900,1,Weekly,40,1993
2047,12,Bachelor,Business,Sales,,,9/19/15,Female,1,Married,1,8,2,3,27900,1,No travel,40,1989
2048,6,Master,Technical Degree,Marketing,,,7/2/19,Female,4,Married,2,12,1,3,52200,0,Monthly,40,1983
2049,19,Bachelor,Business,Accounting,12/12/19,Retired,9/29/90,Female,3,Married,,28,5,18,137000,1,Monthly,40,1968
2050,9,Bachelor,Business,Marketing,,,7/28/19,Female,1,Single,3,10,4,9,37000,3,Weekly,40,1986
2051,16,Master,Computer Science,Other,,,3/19/12,Female,2,Divorced,2,18,3,11,72100,1,None,40,1978
2052,13,Master,Finance,Marketing,,,7/16/15,Female,3,Single,0,5,6,10,38600,1,Monthly,40,1993
2053,9,Master,Business,Accounting,,,7/24/19,Female,2,Married,2,8,5,13,69000,0,No travel,40,1988
2054,7,Associate,Other,Accounting,,,8/1/19,Female,1,Single,1,3,1,3,54100,1,Monthly,40,1991
2055,5,Doctor,Other,Marketing,,,5/7/16,Female,3,Single,2,14,1,5,50300,1,weekly,40,1979
2056,5,Bachelor,Finance,Accounting,,,6/25/15,Female,2,,3,32,1,2,140200,1,Monthly,40,1964
2057,9,Master,Marketing,Other,,,11/10/16,Male,4,Married,3,29,7,31,120800,1,Less than monthly,40,1969
2058,14,Bachelor,Other,Sales,1/25/19,Went to another company,10/5/18,Female,3,Divorced,6,31,1,4,66600,1,Less than monthly,40,1964
2059,4,Master,Other,Marketing,3/1/19,Retired,1/21/07,Female,3,Married,,16,3,5,53400,1,None,40,1979
2060,11,Master,Computer Science,Marketing,,,7/31/13,Male,3,Married,2,17,7,8,55000,0,Less than monthly,40,1979
2061,3,Associate,Finance,Accounting,,,2/28/07,Female,2,Divorced,2,35,1,1,153200,0,weekly,40,1961
2062,7,Doctor,Other,Sales,,,9/30/16,Female,4,Single,1,5,8,10,33900,2,Monthly,40,1989
2063,8,Doctor,Technical Degree,Other,,,2/3/14,Male,3,Married,2,22,1,2,89300,3,Weekly,40,1971
2064,14,Bachelor,Other,Marketing,,,5/9/14,Male,2,Married,1,17,1,2,50000,0,No travel,40,1978
2065,9,Bachelor,Business,Other,,,12/24/15,Female,1,Single,0,5,2,4,44600,2,Monthly,40,1989
2066,8,Bachelor,Finance,Other,9/25/19,Went to another company,2/15/19,Male,1,Single,1,3,14,29,42100,1,Weekly,40,1993
2067,13,Below College,,Sales,5/1/19,Retired,7/2/16,Female,1,Married,,5,1,2,25500,1,None,40,1990
2068,13,Master,Other,Information Technology,,,10/8/13,Female,2,Married,2,15,3,6,75400,1,Weekly,40,1983
2069,15,Bachelor,Other,Other,10/23/19,Went to another company,9/6/19,Male,1,Single,0,1,3,11,39700,1,No travel,40,1995
2070,16,Bachelor,Finance,Sales,10/23/19,Retired,9/9/00,Female,3,Single,,20,1,3,48100,3,Monthly,40,1977
2071,8,Master,Computer Science,Other,,,2/11/17,Male,1,Married,1,3,4,11,42100,0,None,40,1995
2072,19,Master,Computer Science,Marketing,,,8/24/14,Male,4,Married,2,21,3,10,68100,1,Less than monthly,40,1973
2073,14,Bachelor,Computer Science,Accounting,7/26/19,Retired,8/3/06,Female,1,Married,,14,3,10,74900,1,Less than Monthly,40,1982
2074,12,Master,Computer Science,Accounting,,,8/30/18,Female,2,Married,3,21,6,11,101300,1,Monthly,40,1974
2075,11,Bachelor,Finance,Other,11/27/19,Retired,6/7/19,Male,1,Married,,3,1,4,42100,1,monthly,40,1995
2076,11,Bachelor,Finance,Other,,,8/4/19,Male,1,Married,1,1,3,4,39700,1,No travel,40,1995
2077,1,Below College,,Other,,,5/31/19,Female,2,Married,1,1,1,2,43600,0,No travel,40,1994
2078,10,Associate,Marketing,Accounting,9/23/19,Fired,6/2/18,Male,2,Married,1,1,1,5,56100,1,None,40,1993
2079,12,Master,Marketing,Marketing,6/27/19,Retired,12/21/12,Female,3,,,8,1,5,42200,4,None,40,1987
2080,4,Bachelor,Business,Other,,,3/10/18,Female,1,Married,0,2,1,7,40800,1,Less than Monthly,40,1992
2081,18,Master,Other,Other,,,7/6/14,Male,2,Single,2,12,7,10,60400,2,Weekly,40,1984
2082,6,Bachelor,Finance,Other,8/19/19,Went to another company,8/26/15,Female,2,,3,14,5,21,64100,0,Less than monthly,40,1982
2083,11,Associate,Technical Degree,Sales,,,8/1/19,Male,4,,5,16,3,6,47000,2,Monthly,40,1980
2084,13,Master,Life Sciences,Information Technology,,,8/11/18,Male,2,Single,6,36,4,12,140300,2,No travel,40,1960
2085,4,Bachelor,Business,Information Technology,,,12/16/18,Male,1,Married,2,15,1,4,68600,2,No travel,40,1979
2086,7,Bachelor,Other,Other,,,4/30/17,Female,1,Single,2,16,3,12,61800,2,No travel,40,1982
2087,12,Master,Finance,Other,1/25/19,Went to another company,3/30/14,Female,2,Single,3,18,10,16,72100,4,Monthly,40,1976
2088,6,Master,Marketing,Accounting,11/21/19,Fired,8/23/19,Male,2,Single,6,30,3,10,132200,3,No travel,40,1963
2089,10,Master,Business,Accounting,,,4/17/12,Male,3,Single,0,8,3,11,75900,1,Monthly,40,1985
2090,12,Bachelor,Business,Marketing,,,10/14/17,Male,3,Single,2,15,3,11,51800,2,Weekly,40,1981
2091,11,Bachelor,Finance,Marketing,,,6/25/13,Male,2,Married,1,14,1,3,45800,1,Monthly,40,1983
2092,7,Bachelor,Other,Marketing,,,5/13/14,Male,1,Married,5,32,1,6,70800,2,monthly,40,1961
2093,7,Bachelor,Finance,Marketing,,,5/22/16,Female,3,Married,1,9,1,7,43400,2,Less than monthly,40,1989
2094,6,Doctor,Other,Marketing,10/7/19,Retired,6/11/90,Male,4,Married,,29,1,1,86300,2,No travel,40,1966
2095,8,Bachelor,Other,Other,8/15/19,Went to another company,3/30/16,Male,3,Married,3,20,1,2,84100,3,Weekly,40,1974
2096,5,Master,Other,Other,,,11/23/17,Male,1,Divorced,1,8,14,34,48800,1,None,40,1987
2097,6,Bachelor,Business,Human Resources,10/3/19,Retired,3/9/14,Female,1,Single,5,32,3,12,90600,1,Monthly,40,1966
2098,13,Master,Other,Marketing,6/28/19,Went to another company,8/16/17,Male,1,Married,3,21,10,38,51200,2,Monthly,40,1973
2099,9,Bachelor,Computer Science,Sales,,,6/11/15,Female,1,Single,2,23,3,13,43400,4,Monthly,40,1973
2100,12,Master,Marketing,Accounting,,,3/1/17,Female,2,Married,2,12,1,3,77600,1,Weekly,40,1985
2101,4,Master,Life Sciences,Accounting,9/30/19,Went to another company,5/23/15,Male,3,Married,3,22,4,7,114800,3,None,40,1971
2102,10,Bachelor,Business,Other,2/14/19,Retired,1/23/07,Female,1,Married,,13,1,4,56500,1,Weekly,40,1985
2103,9,Master,Other,Marketing,,,12/30/17,Female,2,Married,0,3,1,3,33100,2,Less than Monthly,40,1992
2104,11,Bachelor,Technical Degree,Information Technology,2/4/19,Went to another company,2/28/11,Male,1,Single,2,22,7,13,84300,1,Monthly,40,1973
2105,10,Master,Other,Marketing,,,10/25/14,Male,2,Married,0,6,1,5,36100,1,Monthly,40,1987
2106,6,Master,Other,Marketing,,,5/15/19,Male,2,Single,1,4,1,2,34000,2,Monthly,40,1993
2107,10,Bachelor,Other,Accounting,,,11/12/17,Female,3,Married,2,14,2,8,90600,0,Less than Monthly,40,1984
2108,13,Bachelor,Marketing,Accounting,10/14/19,Retired,3/19/14,Male,1,Single,,9,2,9,64600,1,None,40,1987
2109,18,Master,Finance,Marketing,10/15/19,Went to another company,1/13/16,Female,5,Married,4,33,4,10,106800,1,Monthly,40,1963
2110,3,Bachelor,Business,Other,,,8/17/15,Male,1,Single,1,16,1,2,61800,2,None,40,1979
2111,12,Bachelor,Finance,Marketing,,,1/22/14,Male,1,Single,3,32,4,13,70800,1,No travel,40,1964
2112,8,Bachelor,Business,Other,,,1/27/19,Female,1,Divorced,1,8,2,8,48800,1,Monthly,40,1985
2113,9,Bachelor,Finance,Information Technology,,,9/28/15,Female,2,Single,2,17,2,8,80000,4,Weekly,40,1979
2114,16,Bachelor,Marketing,Information Technology,,,9/21/14,Female,2,Divorced,2,19,1,3,84900,1,Monthly,40,1978
2115,12,Master,Computer Science,Other,2/15/19,Went to another company,1/8/16,Female,3,Married,5,37,1,7,139100,1,Weekly,40,1958
2116,11,Bachelor,Finance,Accounting,,,10/19/16,Male,2,Single,2,18,1,1,92700,2,Less than monthly,40,1980
2117,7,Bachelor,Finance,Marketing,,,9/5/12,Male,1,Married,1,16,3,10,44100,0,None,40,1980
2118,16,Bachelor,Computer Science,Human Resources,8/2/19,Retired,11/24/12,Male,4,Married,3,29,3,7,110400,2,Monthly,40,1968
2119,8,Master,Life Sciences,Other,6/14/19,Retired,7/30/03,Male,4,Married,,20,1,5,92600,1,None,40,1973
2120,9,Master,Marketing,Accounting,5/7/19,Went to another company,1/8/19,Female,4,Married,4,15,4,5,102600,4,Weekly,40,1979
2121,6,Bachelor,Marketing,Other,1/4/19,Went to another company,10/17/15,Female,1,Single,5,23,4,8,76000,3,Monthly,40,1973
2122,12,Master,Technical Degree,Other,5/17/19,Fired,1/11/19,Male,2,Single,1,4,1,6,47700,1,Monthly,40,1990
2123,12,Master,Other,Accounting,4/2/19,Went to another company,4/26/15,Male,4,Single,0,5,8,15,76400,1,None,40,1991
2124,13,Bachelor,Other,Other,6/19/19,Went to another company,6/7/17,Female,3,Married,6,28,1,2,106600,1,Less than monthly,40,1970
2125,14,Master,Marketing,Information Technology,,,7/2/19,Male,2,Married,1,1,1,2,49900,1,None,40,1994
2126,5,Bachelor,Business,Other,,,12/24/16,Female,1,Married,2,14,7,23,58200,1,Monthly,40,1982
2127,8,Master,Finance,Marketing,,,11/12/13,Female,1,Single,2,16,3,6,44100,2,monthly,40,1982
2128,12,Master,Business,Marketing,,,5/6/11,Male,1,Married,0,9,1,3,35900,1,Less than Monthly,40,1987
2129,8,Master,Business,Other,,,4/6/10,Male,2,Divorced,0,10,1,4,56900,0,No travel,40,1988
2130,8,Bachelor,Other,Other,,,12/9/11,Male,2,Married,2,26,3,6,91300,2,Monthly,40,1970
2131,12,Bachelor,Finance,Other,10/4/19,Retired,10/5/12,Female,3,Divorced,,10,2,9,62600,4,Monthly,40,1988
2132,20,Bachelor,Marketing,Sales,7/11/19,Went to another company,3/20/19,Female,1,Single,0,1,3,7,22700,0,Monthly,40,1992
2133,9,Master,Computer Science,Sales,,,11/10/18,Female,1,Married,0,2,2,8,23300,1,None,40,1991
2134,19,Bachelor,Finance,Marketing,4/22/19,Went to another company,2/28/17,Male,2,Single,1,13,6,15,44400,2,Monthly,40,1984
2135,15,Bachelor,Marketing,Human Resources,10/29/19,Retired,8/13/08,Female,1,Divorced,,11,1,3,48700,6,None,40,1983
2136,11,Master,Business,Human Resources,,,6/19/15,Female,3,Married,0,5,1,2,49400,1,Less than Monthly,40,1988
2137,11,Master,Business,Marketing,10/18/19,Fired,6/21/19,Male,2,Married,1,8,2,6,38300,2,No travel,40,1987
2138,6,Master,Finance,Sales,,,11/20/10,Female,3,Married,0,10,4,12,35800,1,Monthly,40,1986
2139,15,Master,Other,Marketing,,,8/22/11,Female,3,Single,1,18,4,7,56600,3,Monthly,40,1978
2140,20,Bachelor,Finance,Marketing,,,11/26/17,Male,1,Single,0,3,1,4,30000,1,No travel,40,1994
2141,8,Master,Finance,Sales,6/14/19,Retired,1/26/05,Male,3,Married,,17,1,5,44000,3,Weekly,40,1978
2142,7,Associate,Marketing,Other,3/8/19,Retired,12/7/14,Female,5,,4,41,1,2,189400,1,Monthly,40,1957
2143,4,Doctor,Business,Other,10/14/19,Fired,2/17/15,Female,3,Married,3,12,6,10,66400,4,None,40,1985
2144,2,Below College,,Sales,,,5/1/18,Male,1,Single,2,7,3,6,27100,2,None,40,1987
2145,9,Master,Business,Other,,,3/2/15,Male,4,Single,3,27,1,2,113800,1,monthly,40,1971
2146,5,Bachelor,Other,Sales,8/8/19,Went to another company,11/21/13,Female,3,Married,4,40,6,7,86800,1,Weekly,40,1958
2147,14,Bachelor,Computer Science,Other,3/28/19,Went to another company,12/20/14,Female,3,Married,2,19,1,5,81700,1,None,40,1976
2148,6,Associate,Business,Other,2/7/19,Went to another company,3/3/16,Female,1,Single,1,12,5,10,54900,0,Less than Monthly,40,1982
2149,6,Master,Other,Other,,,5/24/13,Male,5,Married,0,7,7,13,69300,1,Weekly,40,1988
2150,4,Doctor,Finance,Information Technology,9/17/19,Went to another company,11/6/17,Male,3,Single,3,18,1,3,90600,0,Monthly,40,1980
2151,10,Master,Business,Other,,,5/14/14,Male,2,Married,3,24,6,10,86100,1,Monthly,40,1971
2152,1,Master,Computer Science,Information Technology,,,8/24/11,Male,4,Married,3,28,6,13,134000,1,Monthly,40,1968
2153,11,Master,Marketing,Information Technology,5/28/19,Went to another company,10/18/13,Male,3,Single,0,7,6,16,65500,1,Weekly,40,1991
2154,5,Master,Marketing,Sales,,,4/2/19,Male,3,,0,1,2,8,27400,1,Weekly,40,1994
2155,12,Bachelor,Marketing,Information Technology,12/16/19,Went to another company,12/11/17,Male,1,Divorced,0,3,36,44,48100,1,Weekly,40,1990
2156,10,Bachelor,Marketing,Information Technology,,,2/24/15,Female,1,Divorced,2,22,2,7,84300,1,No travel,40,1975
2157,13,Master,Other,Information Technology,,,9/3/16,Male,2,Married,0,4,1,2,54500,0,Monthly,40,1993
2158,11,Master,Marketing,Other,11/29/19,Went to another company,7/30/17,Female,1,Married,4,23,3,9,76000,2,Monthly,40,1970
2159,8,Master,Other,Information Technology,,,8/10/15,Male,3,Single,1,7,1,5,65500,0,No travel,40,1986
2160,10,Master,Computer Science,Marketing,,,11/10/18,Male,4,,2,14,1,5,55400,2,Monthly,40,1981
2161,15,Doctor,Marketing,Other,8/30/19,Went to another company,7/11/14,Female,4,Single,2,22,10,25,98200,1,No travel,40,1973
2162,8,Master,Business,Marketing,,,12/19/12,Female,2,Married,0,8,2,10,38300,1,None,40,1986
2163,11,Bachelor,Business,Marketing,,,4/20/15,Female,2,Married,1,15,2,3,47100,3,Monthly,40,1982
2164,2,Bachelor,Finance,Sales,,,2/21/19,Female,1,Single,2,7,5,8,27100,1,None,40,1991
2165,9,Bachelor,Business,Other,12/2/19,Fired,3/11/19,Male,1,Married,0,1,2,8,39700,1,No travel,40,1994
2166,4,Master,Finance,Other,,,8/28/18,Female,1,Married,1,11,1,1,53300,2,No travel,40,1983
2167,14,Master,Other,Other,,,1/11/09,Male,2,Married,0,11,3,4,58600,3,monthly,40,1983
2168,7,Associate,Life Sciences,Accounting,,,11/11/05,Female,2,Married,2,39,5,11,172400,3,None,40,1955
2169,8,Master,Business,Information Technology,,,2/20/15,Male,4,Married,1,13,4,10,86000,2,No travel,40,1981
2170,3,Master,Business,Marketing,,,5/4/19,Male,1,Married,1,1,2,7,28300,3,None,40,1993
2171,10,Bachelor,Other,Human Resources,,,11/4/12,Male,2,Married,4,34,1,6,105800,3,None,40,1963
2172,7,Master,Business,Other,,,7/14/16,Female,2,Single,1,9,8,15,55300,1,None,40,1986
2173,13,Bachelor,Finance,Sales,,,5/19/16,Male,1,Single,5,21,3,11,40900,1,None,40,1975
2174,12,Bachelor,Computer Science,Marketing,,,2/6/12,Female,2,Divorced,1,19,3,9,53000,0,Monthly,40,1979
2175,6,Master,Finance,Other,9/20/19,Went to another company,12/7/14,Male,4,Single,2,14,2,5,77500,2,None,40,1983
2176,9,Master,Computer Science,Other,,,8/21/19,Male,3,Single,1,7,8,21,57300,1,Monthly,40,1988
2177,11,Master,Marketing,Accounting,4/5/19,Went to another company,10/6/10,Female,4,Married,2,32,4,7,169700,1,Monthly,40,1964
2178,9,Bachelor,Other,Other,11/29/19,Went to another company,3/27/14,Male,2,Single,1,9,1,2,55300,2,None,40,1986
2179,14,Bachelor,Marketing,Accounting,3/29/19,Went to another company,10/14/17,Male,1,Married,1,3,2,7,54100,1,Monthly,40,1990
2180,6,Bachelor,Marketing,Marketing,,,8/2/18,Female,2,Single,0,2,4,7,32100,2,monthly,40,1995
2181,7,Bachelor,Marketing,Other,11/20/19,Went to another company,10/16/16,Male,1,Married,3,20,3,13,69500,1,No travel,40,1978
2182,5,Bachelor,Marketing,Accounting,,,2/12/19,Male,1,Single,1,1,3,13,51000,1,None,40,1994
2183,10,Bachelor,Other,Marketing,4/11/19,Went to another company,5/14/16,Male,4,Married,2,17,8,21,60500,2,Less than monthly,40,1976
2184,10,Master,Other,Sales,,,9/7/17,Female,2,Married,2,9,8,18,31600,1,monthly,40,1984
2185,11,Master,Finance,Information Technology,,,1/22/19,Male,1,Divorced,1,2,1,5,46700,1,Monthly,40,1992
2186,11,Master,Business,Other,10/25/19,Retired,10/10/05,Female,1,Single,,17,3,6,63600,2,Monthly,40,1978
2187,6,Bachelor,Life Sciences,Human Resources,,,3/5/19,Female,1,,9,33,5,7,93400,3,Monthly,40,1965
2188,9,Bachelor,Finance,Other,,,3/15/18,Female,2,Married,1,10,9,18,56900,1,None,40,1985
2189,11,Master,Marketing,Marketing,,,8/25/08,Female,3,Divorced,1,26,3,11,71800,3,Monthly,40,1972
2190,9,Bachelor,Finance,Marketing,11/14/19,Went to another company,9/17/13,Female,2,,0,7,10,16,37200,1,No travel,40,1987
2191,12,Master,Marketing,Information Technology,8/16/19,Went to another company,7/27/11,Female,3,Single,0,9,3,10,69500,5,No travel,40,1989
2192,11,Bachelor,Technical Degree,Other,1/11/19,Went to another company,7/14/14,Male,3,Married,4,37,28,39,139100,1,None,40,1961
2193,7,Bachelor,Computer Science,Human Resources,,,9/21/09,Female,1,Married,0,11,1,2,48700,1,Monthly,40,1984
2194,13,Bachelor,Technical Degree,Marketing,,,1/21/17,Female,1,Single,1,10,9,29,37000,1,Monthly,40,1985
2195,10,Doctor,Life Sciences,Marketing,,,5/17/12,Male,4,Single,3,32,2,4,94300,1,None,40,1963
2196,11,Bachelor,Business,Other,8/27/19,Fired,3/3/19,Female,1,Single,1,1,12,13,39700,1,Monthly,40,1994
2197,6,Master,Marketing,Marketing,,,9/4/13,Male,1,Single,1,19,3,8,48200,1,monthly,40,1977
2198,5,Bachelor,Business,Other,,,4/18/15,Male,1,Single,2,16,1,3,61800,1,Less than Monthly,40,1978
2199,5,Master,Life Sciences,Other,,,1/21/13,Male,1,Married,1,12,4,5,54900,2,None,40,1985
2200,7,Bachelor,Other,Other,,,3/7/11,Male,2,Single,2,29,1,4,99800,1,monthly,40,1967
2201,8,Master,Finance,Marketing,9/5/19,Retired,11/21/15,Male,1,Married,,3,1,5,30000,3,Less than Monthly,40,1995
2202,15,Bachelor,Other,Other,,,9/2/17,Female,2,Married,1,4,4,5,47700,3,Less than monthly,40,1990
2203,9,Master,Other,Other,,,1/17/17,Female,1,Single,4,24,12,19,78300,3,monthly,40,1974
2204,4,Master,Finance,Human Resources,,,7/9/12,Female,1,Single,1,12,5,9,50200,3,Monthly,40,1984
2205,6,Bachelor,Marketing,Human Resources,11/22/19,Fired,10/21/13,Male,2,Single,0,7,5,7,47600,2,None,40,1988
2206,9,Bachelor,Other,Sales,,,3/8/13,Male,2,Divorced,2,23,1,5,47800,0,None,40,1975
2207,14,Bachelor,Other,Marketing,,,5/5/17,Female,1,Married,1,4,2,6,31000,1,Monthly,40,1989
2208,7,Master,Business,Marketing,,,11/13/13,Female,2,Married,2,21,1,6,56300,1,Monthly,40,1977
2209,8,Bachelor,Marketing,Information Technology,4/5/19,Went to another company,7/8/13,Female,2,Single,2,16,4,11,77700,1,Weekly,40,1981
2210,7,Master,Computer Science,Other,,,11/4/13,Female,4,Single,3,26,7,26,110500,1,Weekly,40,1972
2211,9,Bachelor,Marketing,Other,,,5/13/18,Female,2,Single,4,24,4,10,86100,2,Weekly,40,1974
2212,16,Master,Finance,Other,,,8/10/16,Female,1,Single,0,4,2,3,43300,4,Monthly,40,1994
2213,15,Bachelor,Finance,Other,7/25/19,Fired,1/31/16,Male,4,Married,5,33,2,5,135900,1,Monthly,40,1961
2214,7,Bachelor,Marketing,Marketing,11/25/19,Fired,7/16/19,Female,1,Single,0,1,10,24,28300,3,None,40,1995
2215,9,Master,Marketing,Marketing,,,10/31/18,Male,1,Single,1,9,1,1,35900,1,None,40,1984
2216,10,Bachelor,Finance,Other,,,10/20/14,Female,2,Single,2,14,1,4,64100,1,No travel,40,1981
2217,9,Master,Technical Degree,Accounting,,,10/16/17,Male,1,Single,1,2,1,1,52500,1,Monthly,40,1992
2218,12,Master,Business,Information Technology,,,6/25/17,Male,2,Married,2,11,3,5,67000,0,Weekly,40,1986
2219,5,Master,Other,Other,,,6/5/12,Female,4,Married,2,20,3,8,92600,0,Weekly,40,1977
2220,5,Master,Technical Degree,Other,,,11/12/17,Male,2,Single,0,3,3,9,46300,3,No travel,40,1991
2221,6,Bachelor,Marketing,Other,,,1/26/15,Female,3,Married,2,14,6,18,70500,2,Less than monthly,40,1983
2222,12,Master,Marketing,Information Technology,,,4/8/14,Male,2,Married,1,8,4,6,61300,0,Monthly,40,1989
2223,8,Bachelor,Marketing,Accounting,,,4/15/13,Male,1,Single,2,16,2,4,79400,0,None,40,1978
2224,10,Master,Computer Science,Other,,,4/25/19,Female,2,Single,1,1,2,10,43600,1,monthly,40,1993
2225,8,Master,Technical Degree,Marketing,,,12/3/17,Female,2,Married,0,3,1,4,33100,1,None,40,1995
2226,13,Master,Business,Other,2/27/19,Went to another company,6/17/16,Female,1,Single,2,14,2,4,58200,2,None,40,1983
2227,10,Bachelor,Finance,Accounting,,,4/2/15,Female,1,Married,3,18,1,6,84300,1,weekly,40,1978
2228,11,Master,Business,Other,10/23/19,Fired,8/30/19,Male,1,Married,0,1,2,8,39700,1,Weekly,40,1995
2229,14,Bachelor,Technical Degree,Accounting,,,3/15/15,Male,1,Single,1,17,3,7,81800,0,Monthly,40,1976
2230,5,Bachelor,Other,Other,,,4/29/18,Male,2,Single,0,2,4,6,44900,1,Weekly,40,1995
2231,13,Master,Other,Information Technology,2/8/19,Went to another company,3/30/13,Female,3,Divorced,1,20,5,14,96200,0,No travel,40,1975
2232,14,Bachelor,Life Sciences,Marketing,,,4/30/19,Male,1,,2,12,3,9,39200,2,monthly,40,1986
2233,5,Master,Marketing,Information Technology,,,4/23/19,Female,4,Married,4,12,1,2,83500,2,None,40,1986
2234,15,Bachelor,Finance,Other,,,12/18/12,Male,4,Single,3,27,3,15,113800,2,Monthly,40,1968
2235,6,Bachelor,Other,Human Resources,12/13/19,Retired,10/6/04,Male,4,Married,,17,4,13,77400,0,No travel,40,1977
2236,12,Bachelor,Technical Degree,Information Technology,,,8/30/14,Male,1,Single,2,22,1,2,84300,2,Weekly,40,1975
2237,15,Master,Other,Marketing,,,6/29/16,Male,3,Single,2,20,1,2,60100,0,monthly,40,1976
2238,11,Master,Other,Other,,,11/2/18,Female,2,Single,0,2,2,6,44900,1,Less than monthly,40,1992
2239,5,Master,Business,Accounting,,,5/16/15,Male,4,Divorced,3,25,3,8,137900,2,Monthly,40,1972
2240,9,Bachelor,Finance,Sales,1/31/19,Fired,10/27/15,Male,2,Married,1,9,14,20,31600,1,Less than Monthly,40,1986
2241,8,Bachelor,Business,Other,,,1/22/19,Male,1,Single,1,3,4,8,42100,1,Less than monthly,40,1991
2242,9,Bachelor,Computer Science,Sales,,,10/22/16,Male,1,Married,0,4,1,2,24800,1,Less than monthly,40,1991
2243,13,Master,Marketing,Other,5/10/19,Retired,2/8/91,Female,4,Married,,31,4,5,128100,0,None,40,1962
2244,4,Bachelor,Business,Marketing,,,9/2/15,Female,1,Married,2,14,20,78,41600,0,No travel,40,1982
2245,15,Bachelor,Business,Other,5/23/19,Fired,10/21/07,Female,2,Married,2,36,1,4,122700,2,Monthly,40,1957
2246,12,Master,Business,Information Technology,1/30/19,Retired,4/10/12,Female,1,Married,,6,4,5,52500,2,No travel,40,1987
2247,11,Bachelor,Other,Other,,,4/23/18,Male,3,Married,1,7,4,13,57300,1,No travel,40,1991
