EmployeeId,QuestionNum,QuestionText,Response
2066,Q3,How satisfied are you with your manager?,Somewhat Satisfied
2066,Q4,How would you rate you work/life balance?,Good
E2067,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
E2067,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
E2067,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
E2067,Q4,How would you rate you work/life balance?,Fair
E2068,Q1,How satisfied are you with your job?,Very Unsatisfied
E2068,Q2,How satisfied are you with the company?,Very Unsatisfied
E2068,Q3,How satisfied are you with your manager?,Somewhat Unsatisfied
E2068,Q4,How would you rate you work/life balance?,Very Poor
E2069,Q1,How satisfied are you with your job?,Somewhat Satisfied
E2069,Q2,How satisfied are you with the company?,Very Satisfied
E2069,Q3,How satisfied are you with your manager?,Very Satisfied
E2069,Q4,How would you rate you work/life balance?,Excellent
2070,Q1,How satisfied are you with your job?,Very Satisfied
2070,Q2,How satisfied are you with the company?,Very Satisfied
2070,Q3,How satisfied are you with your manager?,Very Satisfied
2070,Q4,How would you rate you work/life balance?,Excellent
E2071,Q1,How satisfied are you with your job?,Somewhat Unsatisfied
E2071,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
E2071,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
E2071,Q4,How would you rate you work/life balance?,Fair
2072,Q1,How satisfied are you with your job?,Very Satisfied
2072,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
2072,Q3,How satisfied are you with your manager?,Somewhat Satisfied
2072,Q4,How would you rate you work/life balance?,Fair
e2073,Q1,How satisfied are you with your job?,Very Satisfied
e2073,Q2,How satisfied are you with the company?,Very Satisfied
e2073,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e2073,Q4,How would you rate you work/life balance?,Excellent
2074,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
2074,Q2,How satisfied are you with the company?,Somewhat Satisfied
2074,Q3,How satisfied are you with your manager?,Somewhat Satisfied
2074,Q4,How would you rate you work/life balance?,Excellent
E2075,Q1,How satisfied are you with your job?,Somewhat Unsatisfied
E2075,Q2,How satisfied are you with the company?,Very Unsatisfied
E2075,Q3,How satisfied are you with your manager?,Very Unsatisfied
E2075,Q4,How would you rate you work/life balance?,Very Poor
E2076,Q1,How satisfied are you with your job?,Somewhat Satisfied
E2076,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
E2076,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E2076,Q4,How would you rate you work/life balance?,Fair
e2077,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
e2077,Q2,How satisfied are you with the company?,Somewhat Satisfied
e2077,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
e2077,Q4,How would you rate you work/life balance?,Fair
e2078,Q1,How satisfied are you with your job?,Very Satisfied
e2078,Q2,How satisfied are you with the company?,Somewhat Satisfied
e2078,Q3,How satisfied are you with your manager?,Very Satisfied
e2078,Q4,How would you rate you work/life balance?,Good
e2079,Q1,How satisfied are you with your job?,Very Satisfied
e2079,Q2,How satisfied are you with the company?,Very Satisfied
e2079,Q3,How satisfied are you with your manager?,Very Satisfied
e2079,Q4,How would you rate you work/life balance?,Excellent
2080,Q1,How satisfied are you with your job?,Somewhat Satisfied
2080,Q2,How satisfied are you with the company?,Somewhat Satisfied
2080,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
2080,Q4,How would you rate you work/life balance?,Poor
2081,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
2081,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
2081,Q3,How satisfied are you with your manager?,Somewhat Satisfied
2081,Q4,How would you rate you work/life balance?,Excellent
2082,Q1,How satisfied are you with your job?,Somewhat Satisfied
2082,Q2,How satisfied are you with the company?,Very Satisfied
2082,Q3,How satisfied are you with your manager?,Very Satisfied
2082,Q4,How would you rate you work/life balance?,Good
e2083,Q1,How satisfied are you with your job?,Somewhat Satisfied
e2083,Q2,How satisfied are you with the company?,Very Satisfied
e2083,Q3,How satisfied are you with your manager?,Very Satisfied
e2083,Q4,How would you rate you work/life balance?,Excellent
2084,Q1,How satisfied are you with your job?,Somewhat Unsatisfied
2084,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
2084,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
2084,Q4,How would you rate you work/life balance?,Good
2085,Q1,How satisfied are you with your job?,Very Satisfied
2085,Q2,How satisfied are you with the company?,Somewhat Satisfied
2085,Q3,How satisfied are you with your manager?,Very Satisfied
2085,Q4,How would you rate you work/life balance?,Excellent
E2086,Q1,How satisfied are you with your job?,Somewhat Satisfied
E2086,Q2,How satisfied are you with the company?,Somewhat Satisfied
E2086,Q3,How satisfied are you with your manager?,Very Satisfied
E2086,Q4,How would you rate you work/life balance?,Good
2087,Q1,How satisfied are you with your job?,Very Satisfied
2087,Q2,How satisfied are you with the company?,Somewhat Satisfied
2087,Q3,How satisfied are you with your manager?,Very Satisfied
2087,Q4,How would you rate you work/life balance?,Excellent
2088,Q1,How satisfied are you with your job?,Somewhat Satisfied
2088,Q2,How satisfied are you with the company?,Very Satisfied
2088,Q3,How satisfied are you with your manager?,Somewhat Satisfied
2088,Q4,How would you rate you work/life balance?,Fair
2089,Q1,How satisfied are you with your job?,Somewhat Satisfied
2089,Q2,How satisfied are you with the company?,Very Satisfied
2089,Q3,How satisfied are you with your manager?,Very Satisfied
2089,Q4,How would you rate you work/life balance?,Good
e2090,Q1,How satisfied are you with your job?,Somewhat Satisfied
e2090,Q2,How satisfied are you with the company?,Somewhat Satisfied
e2090,Q3,How satisfied are you with your manager?,Very Satisfied
e2090,Q4,How would you rate you work/life balance?,Excellent
e2091,Q1,How satisfied are you with your job?,Somewhat Satisfied
e2091,Q2,How satisfied are you with the company?,Somewhat Satisfied
e2091,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
e2091,Q4,How would you rate you work/life balance?,Poor
e2092,Q1,How satisfied are you with your job?,Very Satisfied
e2092,Q2,How satisfied are you with the company?,Very Satisfied
e2092,Q3,How satisfied are you with your manager?,Very Satisfied
e2092,Q4,How would you rate you work/life balance?,Excellent
2093,Q1,How satisfied are you with your job?,Very Satisfied
2093,Q2,How satisfied are you with the company?,Somewhat Satisfied
2093,Q3,How satisfied are you with your manager?,Very Satisfied
2093,Q4,How would you rate you work/life balance?,Excellent
2094,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
2094,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
2094,Q3,How satisfied are you with your manager?,Somewhat Satisfied
2094,Q4,How would you rate you work/life balance?,Fair
E2095,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
E2095,Q2,How satisfied are you with the company?,Somewhat Satisfied
E2095,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E2095,Q4,How would you rate you work/life balance?,Good
E2096,Q1,How satisfied are you with your job?,Somewhat Satisfied
E2096,Q2,How satisfied are you with the company?,Very Satisfied
E2096,Q3,How satisfied are you with your manager?,Very Satisfied
E2096,Q4,How would you rate you work/life balance?,Excellent
e2097,Q1,How satisfied are you with your job?,Very Satisfied
e2097,Q2,How satisfied are you with the company?,Very Satisfied
e2097,Q3,How satisfied are you with your manager?,Very Satisfied
e2097,Q4,How would you rate you work/life balance?,Good
E2098,Q1,How satisfied are you with your job?,Somewhat Satisfied
E2098,Q2,How satisfied are you with the company?,Very Satisfied
E2098,Q3,How satisfied are you with your manager?,Very Satisfied
E2098,Q4,How would you rate you work/life balance?,Excellent
e2099,Q1,How satisfied are you with your job?,Very Satisfied
e2099,Q2,How satisfied are you with the company?,Very Satisfied
e2099,Q3,How satisfied are you with your manager?,Very Satisfied
e2099,Q4,How would you rate you work/life balance?,Good
E2100,Q1,How satisfied are you with your job?,Very Satisfied
E2100,Q2,How satisfied are you with the company?,Somewhat Satisfied
E2100,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E2100,Q4,How would you rate you work/life balance?,Good
2101,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
2101,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
2101,Q3,How satisfied are you with your manager?,Somewhat Unsatisfied
2101,Q4,How would you rate you work/life balance?,Very Poor
e2102,Q1,How satisfied are you with your job?,Very Satisfied
e2102,Q2,How satisfied are you with the company?,Very Satisfied
e2102,Q3,How satisfied are you with your manager?,Very Satisfied
e2102,Q4,How would you rate you work/life balance?,Excellent
e2103,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
e2103,Q2,How satisfied are you with the company?,Very Satisfied
e2103,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e2103,Q4,How would you rate you work/life balance?,Good
e2104,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
e2104,Q2,How satisfied are you with the company?,Somewhat Unsatisfied
e2104,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
e2104,Q4,How would you rate you work/life balance?,Fair
e2105,Q1,How satisfied are you with your job?,Very Satisfied
e2105,Q2,How satisfied are you with the company?,Very Satisfied
e2105,Q3,How satisfied are you with your manager?,Very Satisfied
e2105,Q4,How would you rate you work/life balance?,Good
e2106,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
e2106,Q2,How satisfied are you with the company?,Somewhat Unsatisfied
e2106,Q3,How satisfied are you with your manager?,Somewhat Unsatisfied
e2106,Q4,How would you rate you work/life balance?,Very Poor
E2107,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
E2107,Q2,How satisfied are you with the company?,Somewhat Satisfied
E2107,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
E2107,Q4,How would you rate you work/life balance?,Poor
e2108,Q1,How satisfied are you with your job?,Somewhat Satisfied
e2108,Q2,How satisfied are you with the company?,Somewhat Satisfied
e2108,Q3,How satisfied are you with your manager?,Very Satisfied
e2108,Q4,How would you rate you work/life balance?,Good
2109,Q1,How satisfied are you with your job?,Somewhat Unsatisfied
2109,Q2,How satisfied are you with the company?,Somewhat Unsatisfied
2109,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
2109,Q4,How would you rate you work/life balance?,Good
e2110,Q1,How satisfied are you with your job?,Somewhat Satisfied
e2110,Q2,How satisfied are you with the company?,Somewhat Satisfied
e2110,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e2110,Q4,How would you rate you work/life balance?,Good
E2111,Q1,How satisfied are you with your job?,Somewhat Satisfied
E2111,Q2,How satisfied are you with the company?,Very Satisfied
E2111,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E2111,Q4,How would you rate you work/life balance?,Good
e2112,Q1,How satisfied are you with your job?,Somewhat Unsatisfied
e2112,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
e2112,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
e2112,Q4,How would you rate you work/life balance?,Good
e2113,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
e2113,Q2,How satisfied are you with the company?,Somewhat Satisfied
e2113,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
e2113,Q4,How would you rate you work/life balance?,Good
E2114,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
E2114,Q2,How satisfied are you with the company?,Very Satisfied
E2114,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E2114,Q4,How would you rate you work/life balance?,Good
e2115,Q1,How satisfied are you with your job?,Very Satisfied
e2115,Q2,How satisfied are you with the company?,Very Satisfied
e2115,Q3,How satisfied are you with your manager?,Very Satisfied
e2115,Q4,How would you rate you work/life balance?,Good
2116,Q1,How satisfied are you with your job?,Somewhat Satisfied
2116,Q2,How satisfied are you with the company?,Very Satisfied
2116,Q3,How satisfied are you with your manager?,Very Satisfied
2116,Q4,How would you rate you work/life balance?,Excellent
e2117,Q1,How satisfied are you with your job?,Somewhat Unsatisfied
e2117,Q2,How satisfied are you with the company?,Somewhat Satisfied
e2117,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
e2117,Q4,How would you rate you work/life balance?,Poor
2118,Q1,How satisfied are you with your job?,Very Satisfied
2118,Q2,How satisfied are you with the company?,Very Satisfied
2118,Q3,How satisfied are you with your manager?,Very Satisfied
2118,Q4,How would you rate you work/life balance?,Excellent
e2119,Q1,How satisfied are you with your job?,Somewhat Satisfied
e2119,Q2,How satisfied are you with the company?,Somewhat Unsatisfied
e2119,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
e2119,Q4,How would you rate you work/life balance?,Good
E2120,Q1,How satisfied are you with your job?,Very Satisfied
E2120,Q2,How satisfied are you with the company?,Very Satisfied
E2120,Q3,How satisfied are you with your manager?,Very Satisfied
E2120,Q4,How would you rate you work/life balance?,Excellent
e2121,Q1,How satisfied are you with your job?,Somewhat Satisfied
e2121,Q2,How satisfied are you with the company?,Somewhat Satisfied
e2121,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e2121,Q4,How would you rate you work/life balance?,Fair
2122,Q1,How satisfied are you with your job?,Somewhat Unsatisfied
2122,Q2,How satisfied are you with the company?,Somewhat Satisfied
2122,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
2122,Q4,How would you rate you work/life balance?,Poor
E2123,Q1,How satisfied are you with your job?,Somewhat Satisfied
E2123,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
E2123,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E2123,Q4,How would you rate you work/life balance?,Good
e2124,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
e2124,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
e2124,Q3,How satisfied are you with your manager?,Somewhat Unsatisfied
e2124,Q4,How would you rate you work/life balance?,Very Poor
e2125,Q1,How satisfied are you with your job?,Very Satisfied
e2125,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
e2125,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e2125,Q4,How would you rate you work/life balance?,Excellent
e2126,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
e2126,Q2,How satisfied are you with the company?,Somewhat Satisfied
e2126,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e2126,Q4,How would you rate you work/life balance?,Fair
E2127,Q1,How satisfied are you with your job?,Very Satisfied
E2127,Q2,How satisfied are you with the company?,Somewhat Satisfied
E2127,Q3,How satisfied are you with your manager?,Very Satisfied
E2127,Q4,How would you rate you work/life balance?,Excellent
E2128,Q1,How satisfied are you with your job?,Very Satisfied
E2128,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
E2128,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E2128,Q4,How would you rate you work/life balance?,Excellent
E2129,Q1,How satisfied are you with your job?,Very Unsatisfied
E2129,Q2,How satisfied are you with the company?,Very Unsatisfied
E2129,Q3,How satisfied are you with your manager?,Very Unsatisfied
E2129,Q4,How would you rate you work/life balance?,Very Poor
2130,Q1,How satisfied are you with your job?,Very Satisfied
2130,Q2,How satisfied are you with the company?,Very Satisfied
2130,Q3,How satisfied are you with your manager?,Very Satisfied
2130,Q4,How would you rate you work/life balance?,Excellent
2131,Q1,How satisfied are you with your job?,Somewhat Satisfied
2131,Q2,How satisfied are you with the company?,Somewhat Satisfied
2131,Q3,How satisfied are you with your manager?,Somewhat Satisfied
2131,Q4,How would you rate you work/life balance?,Fair
e2132,Q1,How satisfied are you with your job?,Somewhat Unsatisfied
e2132,Q2,How satisfied are you with the company?,Somewhat Satisfied
e2132,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
e2132,Q4,How would you rate you work/life balance?,Fair
E2133,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
E2133,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
E2133,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E2133,Q4,How would you rate you work/life balance?,Good
e2134,Q1,How satisfied are you with your job?,Somewhat Satisfied
e2134,Q2,How satisfied are you with the company?,Very Satisfied
e2134,Q3,How satisfied are you with your manager?,Very Satisfied
e2134,Q4,How would you rate you work/life balance?,Excellent
e2135,Q1,How satisfied are you with your job?,Very Satisfied
e2135,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
e2135,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e2135,Q4,How would you rate you work/life balance?,Fair
2136,Q1,How satisfied are you with your job?,Very Satisfied
2136,Q2,How satisfied are you with the company?,Somewhat Satisfied
2136,Q3,How satisfied are you with your manager?,Somewhat Satisfied
2136,Q4,How would you rate you work/life balance?,Excellent
2137,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
2137,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
2137,Q3,How satisfied are you with your manager?,Somewhat Unsatisfied
2137,Q4,How would you rate you work/life balance?,Very Poor
2138,Q1,How satisfied are you with your job?,Very Satisfied
2138,Q2,How satisfied are you with the company?,Somewhat Satisfied
2138,Q3,How satisfied are you with your manager?,Very Satisfied
2138,Q4,How would you rate you work/life balance?,Excellent
2139,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
2139,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
2139,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
2139,Q4,How would you rate you work/life balance?,Poor
e2140,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
e2140,Q2,How satisfied are you with the company?,Very Satisfied
e2140,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e2140,Q4,How would you rate you work/life balance?,Good
e2141,Q1,How satisfied are you with your job?,Very Satisfied
e2141,Q2,How satisfied are you with the company?,Somewhat Satisfied
e2141,Q3,How satisfied are you with your manager?,Very Satisfied
e2141,Q4,How would you rate you work/life balance?,Excellent
2142,Q1,How satisfied are you with your job?,Very Satisfied
2142,Q2,How satisfied are you with the company?,Somewhat Satisfied
2142,Q3,How satisfied are you with your manager?,Somewhat Satisfied
2142,Q4,How would you rate you work/life balance?,Good
e2143,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
e2143,Q2,How satisfied are you with the company?,Somewhat Satisfied
e2143,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e2143,Q4,How would you rate you work/life balance?,Fair
2144,Q1,How satisfied are you with your job?,Somewhat Satisfied
2144,Q2,How satisfied are you with the company?,Somewhat Satisfied
2144,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
2144,Q4,How would you rate you work/life balance?,Good
2145,Q1,How satisfied are you with your job?,Very Satisfied
2145,Q2,How satisfied are you with the company?,Very Satisfied
2145,Q3,How satisfied are you with your manager?,Very Satisfied
2145,Q4,How would you rate you work/life balance?,Good
2146,Q1,How satisfied are you with your job?,Very Satisfied
2146,Q2,How satisfied are you with the company?,Somewhat Satisfied
2146,Q3,How satisfied are you with your manager?,Very Satisfied
2146,Q4,How would you rate you work/life balance?,Excellent
2147,Q1,How satisfied are you with your job?,Somewhat Satisfied
2147,Q2,How satisfied are you with the company?,Somewhat Satisfied
2147,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
2147,Q4,How would you rate you work/life balance?,Good
2148,Q1,How satisfied are you with your job?,Very Satisfied
2148,Q2,How satisfied are you with the company?,Very Satisfied
2148,Q3,How satisfied are you with your manager?,Very Satisfied
2148,Q4,How would you rate you work/life balance?,Good
2149,Q1,How satisfied are you with your job?,Somewhat Satisfied
2149,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
2149,Q3,How satisfied are you with your manager?,Somewhat Satisfied
2149,Q4,How would you rate you work/life balance?,Excellent
E2150,Q1,How satisfied are you with your job?,Somewhat Satisfied
E2150,Q2,How satisfied are you with the company?,Very Satisfied
E2150,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E2150,Q4,How would you rate you work/life balance?,Good
E2151,Q1,How satisfied are you with your job?,Very Satisfied
E2151,Q2,How satisfied are you with the company?,Somewhat Satisfied
E2151,Q3,How satisfied are you with your manager?,Very Satisfied
E2151,Q4,How would you rate you work/life balance?,Excellent
e2152,Q1,How satisfied are you with your job?,Somewhat Satisfied
e2152,Q2,How satisfied are you with the company?,Somewhat Satisfied
e2152,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e2152,Q4,How would you rate you work/life balance?,Good
e2153,Q1,How satisfied are you with your job?,Somewhat Satisfied
e2153,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
e2153,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e2153,Q4,How would you rate you work/life balance?,Excellent
e2154,Q1,How satisfied are you with your job?,Somewhat Unsatisfied
e2154,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
e2154,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
e2154,Q4,How would you rate you work/life balance?,Good
e2155,Q1,How satisfied are you with your job?,Very Satisfied
e2155,Q2,How satisfied are you with the company?,Somewhat Satisfied
e2155,Q3,How satisfied are you with your manager?,Very Satisfied
e2155,Q4,How would you rate you work/life balance?,Excellent
2156,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
2156,Q2,How satisfied are you with the company?,Somewhat Unsatisfied
2156,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
2156,Q4,How would you rate you work/life balance?,Good
2157,Q1,How satisfied are you with your job?,Somewhat Satisfied
2157,Q2,How satisfied are you with the company?,Somewhat Satisfied
2157,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
2157,Q4,How would you rate you work/life balance?,Good
E2158,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
E2158,Q2,How satisfied are you with the company?,Somewhat Unsatisfied
E2158,Q3,How satisfied are you with your manager?,Somewhat Unsatisfied
E2158,Q4,How would you rate you work/life balance?,Poor
E2159,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
E2159,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
E2159,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
E2159,Q4,How would you rate you work/life balance?,Poor
E2160,Q1,How satisfied are you with your job?,Very Satisfied
E2160,Q2,How satisfied are you with the company?,Very Satisfied
E2160,Q3,How satisfied are you with your manager?,Very Satisfied
E2160,Q4,How would you rate you work/life balance?,Excellent
2161,Q1,How satisfied are you with your job?,Very Satisfied
2161,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
2161,Q3,How satisfied are you with your manager?,Somewhat Satisfied
2161,Q4,How would you rate you work/life balance?,Good
2162,Q1,How satisfied are you with your job?,Somewhat Unsatisfied
2162,Q2,How satisfied are you with the company?,Very Unsatisfied
2162,Q3,How satisfied are you with your manager?,Very Unsatisfied
2162,Q4,How would you rate you work/life balance?,Very Poor
E2163,Q1,How satisfied are you with your job?,Somewhat Satisfied
E2163,Q2,How satisfied are you with the company?,Very Satisfied
E2163,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E2163,Q4,How would you rate you work/life balance?,Fair
e2164,Q1,How satisfied are you with your job?,Somewhat Satisfied
e2164,Q2,How satisfied are you with the company?,Very Satisfied
e2164,Q3,How satisfied are you with your manager?,Very Satisfied
e2164,Q4,How would you rate you work/life balance?,Good
2165,Q1,How satisfied are you with your job?,Somewhat Satisfied
2165,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
2165,Q3,How satisfied are you with your manager?,Somewhat Satisfied
2165,Q4,How would you rate you work/life balance?,Good
2166,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
2166,Q2,How satisfied are you with the company?,Very Satisfied
2166,Q3,How satisfied are you with your manager?,Somewhat Satisfied
2166,Q4,How would you rate you work/life balance?,Excellent
E2167,Q1,How satisfied are you with your job?,Somewhat Satisfied
E2167,Q2,How satisfied are you with the company?,Somewhat Satisfied
E2167,Q3,How satisfied are you with your manager?,Very Satisfied
E2167,Q4,How would you rate you work/life balance?,Excellent
e2168,Q1,How satisfied are you with your job?,Somewhat Satisfied
e2168,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
e2168,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
e2168,Q4,How would you rate you work/life balance?,Poor
E2169,Q1,How satisfied are you with your job?,Somewhat Unsatisfied
E2169,Q2,How satisfied are you with the company?,Very Unsatisfied
E2169,Q3,How satisfied are you with your manager?,Somewhat Unsatisfied
E2169,Q4,How would you rate you work/life balance?,Very Poor
e2170,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
e2170,Q2,How satisfied are you with the company?,Somewhat Unsatisfied
e2170,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
e2170,Q4,How would you rate you work/life balance?,Poor
E2171,Q1,How satisfied are you with your job?,Very Unsatisfied
E2171,Q2,How satisfied are you with the company?,Very Unsatisfied
E2171,Q3,How satisfied are you with your manager?,Somewhat Unsatisfied
E2171,Q4,How would you rate you work/life balance?,Poor
e2172,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
e2172,Q2,How satisfied are you with the company?,Somewhat Satisfied
e2172,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
e2172,Q4,How would you rate you work/life balance?,Poor
2173,Q1,How satisfied are you with your job?,Very Satisfied
2173,Q2,How satisfied are you with the company?,Very Satisfied
2173,Q3,How satisfied are you with your manager?,Very Satisfied
2173,Q4,How would you rate you work/life balance?,Excellent
2174,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
2174,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
2174,Q3,How satisfied are you with your manager?,Somewhat Satisfied
2174,Q4,How would you rate you work/life balance?,Good
e2175,Q1,How satisfied are you with your job?,Somewhat Satisfied
e2175,Q2,How satisfied are you with the company?,Very Satisfied
e2175,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e2175,Q4,How would you rate you work/life balance?,Good
2176,Q1,How satisfied are you with your job?,Somewhat Satisfied
2176,Q2,How satisfied are you with the company?,Very Satisfied
2176,Q3,How satisfied are you with your manager?,Very Satisfied
2176,Q4,How would you rate you work/life balance?,Excellent
2177,Q1,How satisfied are you with your job?,Very Satisfied
2177,Q2,How satisfied are you with the company?,Very Satisfied
2177,Q3,How satisfied are you with your manager?,Very Satisfied
2177,Q4,How would you rate you work/life balance?,Excellent
e2178,Q1,How satisfied are you with your job?,Somewhat Unsatisfied
e2178,Q2,How satisfied are you with the company?,Very Unsatisfied
e2178,Q3,How satisfied are you with your manager?,Very Unsatisfied
e2178,Q4,How would you rate you work/life balance?,Poor
E2179,Q1,How satisfied are you with your job?,Somewhat Unsatisfied
E2179,Q2,How satisfied are you with the company?,Somewhat Satisfied
E2179,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
E2179,Q4,How would you rate you work/life balance?,Good
2180,Q1,How satisfied are you with your job?,Somewhat Satisfied
2180,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
2180,Q3,How satisfied are you with your manager?,Somewhat Satisfied
2180,Q4,How would you rate you work/life balance?,Excellent
e2181,Q1,How satisfied are you with your job?,Very Satisfied
e2181,Q2,How satisfied are you with the company?,Very Satisfied
e2181,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e2181,Q4,How would you rate you work/life balance?,Excellent
E2182,Q1,How satisfied are you with your job?,Somewhat Unsatisfied
E2182,Q2,How satisfied are you with the company?,Somewhat Unsatisfied
E2182,Q3,How satisfied are you with your manager?,Somewhat Unsatisfied
E2182,Q4,How would you rate you work/life balance?,Very Poor
